DepositID,AccountNumber,DepositAmount,DepositType,BranchID,DepositTerm,InterestRate,MaturityDate
4014,39391511,706329,Fixed Deposit,1,24,6.86,
4015,91162973,232888,Fixed Deposit,2,6,6.36,2024-02-06
4016,40181048,80077,Recurring Deposit,2,12,4.63,
4017,27075254,720898,Savings Account,2,36,5.37,2024-09-16
4018,72010916,727184,Recurring Deposit,2,,3.43,2020-02-29
4019,31206894,754836,Fixed Deposit,9,,5.67,
4020,76203738,143128,Current Account,7,24,5.86,2024-09-23
4021,34183667,900329,Recurring Deposit,5,6,5.63,
4022,82600803,686353,Savings Account,4,6,7.34,2021-03-10
4023,21677833,357929,Savings Account,1,,4.02,
4024,31483603,315460,Recurring Deposit,1,24,3.15,2023-04-16
4025,86851987,262239,Current Account,1,24,5.72,
4026,25820638,108465,Current Account,10,12,3.68,
4027,62025032,997604,Savings Account,7,24,7.22,2022-05-04
4028,39824343,710943,Current Account,7,24,4.12,2021-10-08
4029,56716047,58054,Fixed Deposit,1,,5.88,
4030,97539138,6656,Savings Account,3,6,3.28,2021-01-01
4031,16409970,566036,Recurring Deposit,4,6,6.51,2021-02-13
4032,50059312,803716,Recurring Deposit,10,36,3.82,
4033,85593067,65473,Savings Account,9,6,6.3,2021-01-15
4034,67611344,539157,Fixed Deposit,2,24,7.16,
4035,17985912,395009,Current Account,10,6,4.13,
4036,26836089,752882,Fixed Deposit,4,24,6.73,
4037,67773629,118748,Savings Account,2,24,5.78,
4038,66342092,151936,Fixed Deposit,6,24,3.58,2022-06-05
4039,70741910,512716,Fixed Deposit,4,,6.34,2023-05-22
4040,63033833,817086,Fixed Deposit,3,,4.83,2021-09-02
4041,96688768,747564,Savings Account,9,24,4.89,
4042,54443205,679786,Savings Account,9,,4.09,
4043,33037865,179419,Fixed Deposit,7,6,6.3,2022-07-14
4044,70883480,499545,Fixed Deposit,4,12,4.13,2023-10-05
4045,32307582,55199,Current Account,7,6,5.5,2023-05-18
4046,84217674,779570,Fixed Deposit,3,,6.61,2021-07-25
4047,96506181,529245,Fixed Deposit,2,36,4.26,2022-10-01
4048,50764930,628260,Savings Account,2,6,6.87,2022-05-13
4049,57767782,703185,Current Account,10,36,3.6,2021-03-23
4050,37569527,539957,Current Account,5,6,3.33,2021-05-25
4051,88935070,930546,Fixed Deposit,6,24,5.62,
4052,75666288,205759,Recurring Deposit,10,6,3.13,2023-04-22
4053,45537497,524719,Current Account,3,12,7.19,2022-07-10
4054,93675181,979350,Fixed Deposit,4,36,4.19,
4055,94101071,359561,Fixed Deposit,2,,5.98,2022-12-06
4056,88703145,645088,Fixed Deposit,5,,7.07,
4057,60148407,406027,Fixed Deposit,5,36,7.47,
4058,13140013,795372,Savings Account,3,36,7.45,
4059,70752790,14813,Current Account,3,12,7.22,2023-06-13
4060,10076576,442295,Fixed Deposit,8,36,3.54,2021-09-29
4061,77869273,89329,Savings Account,4,36,3.84,2021-08-17
4062,83300539,88497,Savings Account,2,,6.46,
4063,68364452,31786,Recurring Deposit,8,24,6.26,
4064,50446864,899497,Recurring Deposit,6,24,4.06,2020-12-04
4065,10374362,168066,Fixed Deposit,4,24,3,2023-11-30
4066,66196405,784478,Fixed Deposit,8,6,2.51,2021-03-06
4067,76459478,150474,Recurring Deposit,10,36,3.19,
4068,58773102,723018,Recurring Deposit,2,6,4.15,2022-07-22
4069,65402833,222632,Savings Account,2,36,3.73,2020-02-05
4070,12912578,506411,Recurring Deposit,7,,3.26,
4071,32769522,607527,Savings Account,7,24,2.98,2021-10-30
4072,15985419,398319,Current Account,3,12,6.46,
4073,83234600,258388,Current Account,6,36,5.85,
4074,11372988,284531,Recurring Deposit,10,12,5.9,2023-05-13
4075,99269195,396945,Savings Account,3,6,6.27,
4076,23862374,828721,Recurring Deposit,5,12,6.42,
4077,85839021,315408,Current Account,3,,4.81,
4078,33052880,828011,Fixed Deposit,5,,7.43,2022-03-25
4079,89862482,750685,Fixed Deposit,7,6,5.64,
4080,16235415,367242,Current Account,4,24,7.02,
4081,32267251,798363,Recurring Deposit,5,6,3.04,2024-04-19
4082,34987417,292561,Current Account,2,,3.17,
4083,20436008,439358,Savings Account,9,,7.4,2020-09-05
4084,59848952,438282,Recurring Deposit,3,24,5.81,
4085,50170436,705893,Fixed Deposit,4,24,3.18,2020-12-07
4086,41970207,608885,Recurring Deposit,7,,4.85,2021-07-17
4087,93174259,743068,Fixed Deposit,9,,5.88,2023-07-09
4088,14372066,948558,Current Account,7,,7.34,
4089,47512892,610376,Current Account,5,,6.53,2023-04-05
4090,44768842,709638,Savings Account,6,,7.29,
4091,82774717,711566,Savings Account,8,36,6.47,2022-06-26
4092,86829222,418162,Current Account,5,,6.23,2023-11-30
4093,14643233,272398,Current Account,3,24,6.82,2020-10-01
4094,88488055,21519,Recurring Deposit,9,36,6.87,2023-06-27
4095,40221880,334576,Savings Account,3,,2.83,2023-11-03
4096,33267008,791248,Current Account,3,24,4.39,
4097,31055735,342183,Current Account,2,36,7.26,
4098,56774328,785675,Recurring Deposit,9,36,5.88,
4099,35827317,909831,Recurring Deposit,3,36,6.18,
4100,43187506,814760,Savings Account,4,36,3.86,
4101,37687771,523096,Savings Account,8,,4.09,
4102,33261698,738864,Savings Account,1,36,7.29,
4103,10880540,882088,Current Account,4,12,6.17,
4104,32518072,693359,Current Account,6,36,3.18,
4105,42840194,444317,Savings Account,1,,4.34,2020-03-20
4106,57985641,151284,Savings Account,8,12,2.98,2023-07-03
4107,19024217,100155,Recurring Deposit,10,12,4.13,
4108,15467628,946677,Fixed Deposit,1,12,4.08,2024-09-06
4109,30664729,655993,Savings Account,9,12,5.13,2021-11-27
4110,60229580,969090,Fixed Deposit,9,6,5.88,
4111,97506740,947046,Current Account,5,,2.83,
4112,54477708,539839,Fixed Deposit,7,36,4.85,
4113,56177939,938503,Recurring Deposit,6,12,3.33,2021-11-09
4114,17969791,504473,Savings Account,10,12,5.61,2022-10-18
4115,25236678,508393,Recurring Deposit,2,12,2.83,
4116,92972295,297843,Savings Account,6,12,7.1,2021-11-16
4117,40365698,951053,Savings Account,2,12,7.42,
4118,55317894,762451,Current Account,6,36,4.28,2020-12-10
4119,48074872,701067,Recurring Deposit,5,,3.74,2020-04-12
4120,54098683,567229,Recurring Deposit,4,,5.17,
4121,14481563,197117,Savings Account,1,6,6.16,
4122,40338081,656423,Current Account,8,36,3.91,
4123,64334037,893378,Savings Account,5,12,4.95,2020-11-21
4124,87966442,710213,Savings Account,2,12,2.59,2023-04-25
4125,77685146,441349,Current Account,9,,4.82,
4126,84408160,281184,Fixed Deposit,2,12,4.74,
4127,85197111,851352,Fixed Deposit,3,6,3.6,
4128,48230181,306425,Fixed Deposit,8,24,7.41,2020-11-29
4129,37937587,354750,Recurring Deposit,1,,3.88,
4130,93722553,661540,Savings Account,1,24,7.36,2021-06-11
4131,35990060,770451,Recurring Deposit,10,24,6.98,2022-12-23
4132,42964310,862741,Recurring Deposit,4,36,4,2020-03-26
4133,35870212,309192,Savings Account,1,12,6.65,
4134,31770277,25336,Current Account,10,12,2.5,
4135,49532925,752082,Recurring Deposit,3,,2.67,2020-12-18
4136,43056454,366978,Current Account,9,24,2.5,2023-05-31
4137,62897118,460260,Fixed Deposit,2,,6.28,
4138,31905860,601748,Fixed Deposit,9,36,5.38,
4139,89469712,748624,Savings Account,3,,3.77,
4140,67278051,388005,Recurring Deposit,9,6,5.56,2022-02-06
4141,27751999,526312,Current Account,1,,5.04,2022-04-25
4142,10972066,255103,Current Account,3,12,6.73,2020-04-15
4143,82129095,60471,Savings Account,1,12,5.25,2020-09-09
4144,13577210,580639,Current Account,6,6,5.64,
4145,56549341,721844,Recurring Deposit,9,36,5.86,2021-08-27
4146,85743176,272638,Current Account,3,6,2.88,2021-12-04
4147,82258236,899217,Fixed Deposit,10,24,6.74,2021-12-20
4148,96585128,397888,Savings Account,4,36,4.21,
4149,40936036,58705,Fixed Deposit,5,24,6.34,2022-04-25
4150,26434806,922893,Recurring Deposit,9,36,4.96,2022-04-24
4151,26955135,149460,Current Account,7,12,3.08,
4152,46167085,781165,Recurring Deposit,3,24,5.49,
4153,46268695,891819,Recurring Deposit,9,12,7.36,2021-10-31
4154,22142123,57606,Fixed Deposit,8,24,3.03,2024-01-19
4155,31701972,439314,Savings Account,6,12,3.08,2023-07-26
4156,87817765,956197,Current Account,2,24,5.34,2024-02-06
4157,17721842,486337,Current Account,8,24,5.56,2021-09-29
4158,69637099,849874,Recurring Deposit,6,6,5.57,
4159,54740105,312943,Savings Account,9,12,5.14,2022-04-30
4160,90321827,144128,Recurring Deposit,8,36,7.36,2024-07-15
4161,62723649,331243,Fixed Deposit,1,6,5.79,
4162,52017788,55680,Fixed Deposit,8,36,5.03,
4163,92104813,3505,Current Account,5,6,6.43,
4164,90684112,279533,Current Account,3,24,7.28,
4165,92515458,329608,Recurring Deposit,9,24,5.15,2020-11-07
4166,27971391,385256,Fixed Deposit,2,36,3.72,2022-05-24
4167,17575494,340668,Fixed Deposit,7,24,5.12,2020-05-21
4168,25824860,29338,Current Account,6,12,7.07,
4169,29145211,126720,Savings Account,4,6,5.96,
4170,42578247,644039,Fixed Deposit,9,,5.72,2024-10-16
4171,76627421,510281,Fixed Deposit,7,36,6.18,2024-08-21
4172,63886874,810257,Recurring Deposit,5,6,5.7,
4173,36586910,30682,Fixed Deposit,8,36,3.36,
4174,20100415,694886,Recurring Deposit,2,24,4.42,
4175,74575117,12501,Current Account,5,36,7.24,
4176,71711396,779618,Recurring Deposit,4,12,2.56,2022-04-04
4177,51471936,649348,Current Account,10,,6.7,
4178,88919775,578462,Recurring Deposit,10,,6.85,2020-10-02
4179,59888093,210482,Savings Account,3,,5.63,2020-07-11
4180,47293092,959297,Savings Account,10,,3.08,2020-08-09
4181,31481965,925227,Recurring Deposit,1,6,3.41,
4182,18800190,654015,Fixed Deposit,6,36,3.6,2023-09-10
4183,11998162,702386,Current Account,7,24,5.3,
4184,61530317,927746,Savings Account,3,,2.53,2024-03-13
4185,34461495,992466,Recurring Deposit,4,36,3.71,2021-11-03
4186,89899485,749902,Savings Account,9,24,4.43,
4187,45997422,563904,Recurring Deposit,2,6,6.46,
4188,96022455,994309,Fixed Deposit,5,24,3.46,
4189,22469732,696142,Savings Account,1,36,2.57,2020-04-27
4190,86015178,342264,Recurring Deposit,2,24,5.54,
4191,37266260,629848,Recurring Deposit,6,6,4.96,2020-08-17
4192,70147892,7061,Fixed Deposit,2,36,5.67,
4193,55888749,79576,Savings Account,1,6,5.57,
4194,93501427,792153,Recurring Deposit,1,36,3.66,
4195,23125005,916260,Current Account,9,36,5.27,
4196,88645798,945166,Savings Account,2,,7.47,2022-02-18
4197,27775673,699726,Fixed Deposit,6,24,4.45,
4198,34268104,374014,Current Account,7,36,4.98,2024-08-18
4199,63086227,144826,Fixed Deposit,3,,6.74,2020-10-10
4200,69906546,18846,Savings Account,7,,5.58,2020-11-18
4201,20202362,59079,Recurring Deposit,8,,5.17,
4202,40746598,444152,Savings Account,5,24,7.01,2023-05-29
4203,23404936,884459,Savings Account,6,6,4.67,
4204,74641617,664199,Savings Account,6,,5.27,
4205,59979600,787126,Savings Account,9,6,2.8,
4206,41154502,507609,Savings Account,3,12,3.15,2020-02-02
4207,63792086,276031,Recurring Deposit,5,36,3.74,2022-05-29
4208,27194476,155477,Recurring Deposit,9,36,3.28,
4209,66848213,825913,Fixed Deposit,10,36,3.09,2020-09-14
4210,46784982,327997,Current Account,9,24,3.34,2020-03-18
4211,73545725,808938,Savings Account,3,36,4.63,
4212,52748604,694128,Savings Account,10,,4.48,
4213,30286307,985342,Fixed Deposit,8,,6.52,2020-05-27
4214,99627886,798614,Savings Account,3,36,5.41,2022-08-25
4215,78276013,994334,Recurring Deposit,7,24,7.23,
4216,94497483,384134,Savings Account,4,,4.43,2021-05-16
4217,63504799,986254,Savings Account,10,36,6.3,
4218,43806025,916139,Fixed Deposit,6,,4.51,2020-04-30
4219,61418159,542865,Fixed Deposit,2,24,4.15,
4220,23809073,187208,Fixed Deposit,4,,3.69,
4221,29041068,207514,Current Account,2,,5.42,2021-04-12
4222,13409779,154831,Current Account,7,6,4.01,
4223,93323819,500305,Savings Account,1,,6.73,2024-07-03
4224,67139633,550215,Recurring Deposit,2,12,6.05,
4225,26168609,263251,Recurring Deposit,2,24,7.33,2024-10-11
4226,70205894,203798,Recurring Deposit,1,36,4.3,2023-07-20
4227,40677962,570256,Recurring Deposit,7,6,2.71,
4228,13550019,980968,Fixed Deposit,7,,4.17,2023-07-19
4229,10605250,512064,Recurring Deposit,3,6,6.43,
4230,86649314,908614,Savings Account,3,24,5.42,
4231,89603392,43336,Savings Account,8,12,4.69,
4232,31251926,279715,Savings Account,9,36,3.47,2021-01-04
4233,98562865,851774,Recurring Deposit,2,12,4.23,2023-06-09
4234,81544236,979142,Savings Account,9,24,6.58,
4235,46048156,331639,Current Account,6,12,5.63,2024-08-18
4236,52332948,44411,Recurring Deposit,4,12,2.51,
4237,28445351,191657,Savings Account,8,24,4.56,
4238,46303495,28381,Fixed Deposit,1,36,2.62,2020-04-12
4239,18198612,840387,Fixed Deposit,7,,6.69,
4240,35642547,149914,Current Account,4,12,4.38,
4241,32309045,469173,Fixed Deposit,6,12,3.59,2020-08-12
4242,24212949,85356,Current Account,1,,4.77,
4243,18428148,955559,Fixed Deposit,4,36,5.22,2020-05-02
4244,57490644,521546,Recurring Deposit,6,36,5.11,
4245,40906544,326311,Savings Account,4,6,7.03,2022-02-04
4246,54542152,648215,Fixed Deposit,5,12,3.96,
4247,57597060,887896,Fixed Deposit,5,6,3.92,2022-06-26
4248,11333197,59161,Current Account,3,36,4.56,
4249,52653730,35744,Current Account,10,6,5.75,
4250,22628163,502954,Recurring Deposit,10,,5.74,2021-03-24
4251,46360358,123291,Recurring Deposit,1,12,2.9,
4252,38170117,916794,Current Account,4,,6.49,2021-01-14
4253,28733307,287010,Savings Account,2,36,4.35,2021-09-15
4254,23471099,72138,Recurring Deposit,3,24,3.05,
4255,88099509,175140,Recurring Deposit,1,36,2.69,2022-03-12
4256,95878845,802287,Savings Account,2,6,5.96,
4257,24101916,274172,Recurring Deposit,6,36,3.86,2024-04-08
4258,50199913,992380,Fixed Deposit,4,,3.79,2022-10-19
4259,41911980,690602,Current Account,8,6,6.21,
4260,99414559,186812,Savings Account,8,,7.07,2022-07-28
4261,16626244,339267,Current Account,2,36,4.29,
4262,79447570,654920,Recurring Deposit,6,36,6.99,
4263,69272776,896370,Savings Account,6,12,6.89,
4264,75110960,226248,Fixed Deposit,4,12,3.25,2024-09-15
4265,89360217,567781,Current Account,2,,5.42,2022-03-22
4266,71873766,264045,Savings Account,4,6,6.77,
4267,95592155,115356,Current Account,5,,4.58,
4268,28744520,279277,Current Account,10,36,3.46,
4269,45021207,763299,Recurring Deposit,10,24,2.67,
4270,72563951,659697,Fixed Deposit,6,6,5,2021-04-29
4271,91264086,679672,Savings Account,9,,2.84,2020-07-05
4272,27025492,337541,Recurring Deposit,1,24,5.65,2021-10-12
4273,60245981,850941,Savings Account,1,12,3.8,2022-09-18
4274,43732173,312529,Savings Account,1,12,2.57,
4275,27621753,59946,Current Account,2,36,2.65,2021-09-05
4276,30578989,335201,Recurring Deposit,9,24,2.67,2020-08-20
4277,22539199,3836,Current Account,8,6,5.25,2023-08-14
4278,77339500,362482,Recurring Deposit,6,6,7.46,
4279,83183047,493390,Fixed Deposit,2,36,2.89,2020-07-09
4280,41711219,948886,Savings Account,2,12,3.22,
4281,44141277,222422,Savings Account,2,,7.49,2024-01-25
4282,94326656,44566,Fixed Deposit,4,12,6.17,2024-10-22
4283,53128998,806901,Recurring Deposit,5,36,5.6,2020-10-25
4284,82437391,372267,Recurring Deposit,9,6,4.03,2024-02-17
4285,24691650,487444,Current Account,7,6,4.43,2020-11-05
4286,89282514,836209,Recurring Deposit,7,12,4.7,2021-09-30
4287,34203842,139750,Current Account,5,24,6.48,
4288,10996386,795172,Current Account,3,,3.99,
4289,50602354,788433,Recurring Deposit,6,36,4.81,2024-08-15
4290,82844194,691667,Recurring Deposit,4,12,4.63,
4291,74840922,838431,Current Account,1,,7.32,2023-04-02
4292,76120776,359438,Recurring Deposit,1,36,7.41,2020-07-01
4293,15562968,723444,Current Account,6,36,4.6,2020-09-05
4294,67904488,939679,Current Account,7,,4.77,2022-10-03
4295,76130323,826626,Current Account,1,6,7.04,2024-02-02
4296,95100395,50288,Current Account,5,6,3.76,2020-11-03
4297,61298527,675556,Savings Account,3,6,4.81,
4298,87118971,363276,Current Account,8,,6.71,2020-09-25
4299,36611921,612698,Savings Account,8,12,4.45,2024-03-19
4300,38047424,797562,Current Account,5,,4.25,
4301,41471125,415448,Fixed Deposit,3,6,4.29,
4302,32837888,34843,Savings Account,9,6,3.83,
4303,89042391,658306,Savings Account,7,12,3.26,
4304,89130447,422336,Recurring Deposit,1,6,6.08,
4305,84918996,612615,Current Account,5,6,2.81,2020-12-26
4306,67713405,144915,Recurring Deposit,9,36,5.66,2021-09-23
4307,57552019,542370,Recurring Deposit,3,,4.77,
4308,22787594,604335,Recurring Deposit,10,6,3.59,
4309,58045710,785362,Recurring Deposit,10,6,3.69,2021-02-24
4310,92880952,372922,Current Account,4,6,4.92,2020-10-30
4311,17671858,889095,Recurring Deposit,2,36,4.79,2022-08-19
4312,32270634,639007,Recurring Deposit,8,6,5.91,2020-02-20
4313,55673394,104675,Recurring Deposit,10,12,5.19,2021-02-24
4314,72715910,463323,Current Account,6,6,2.95,
4315,82867033,96943,Savings Account,1,24,6.57,2022-07-31
4316,99323531,447412,Fixed Deposit,5,24,4.07,2023-12-12
4317,48901145,352708,Recurring Deposit,6,24,5.31,2020-01-14
4318,68155333,598230,Recurring Deposit,6,6,6.07,2021-05-16
4319,46901435,80268,Current Account,1,36,6.04,
4320,17694709,136793,Recurring Deposit,6,24,6.43,
4321,79761721,912186,Fixed Deposit,9,36,3.66,2024-06-05
4322,54767455,622542,Current Account,3,24,2.7,
4323,95434927,485662,Fixed Deposit,2,12,3.74,
4324,77572744,302236,Fixed Deposit,3,36,4.64,2024-09-22
4325,58221378,454351,Fixed Deposit,8,24,3.32,2020-10-01
4326,80771894,723993,Savings Account,1,12,6.65,
4327,81189728,119510,Current Account,1,24,4.71,
4328,35783955,903516,Fixed Deposit,4,36,7.44,
4329,82677003,455779,Fixed Deposit,5,,7.38,
4330,33058100,627010,Recurring Deposit,2,6,6.89,2022-06-17
4331,53035439,621287,Current Account,9,6,2.75,
4332,68685777,206077,Current Account,10,6,2.59,
4333,74132712,101527,Current Account,2,24,3.44,2020-10-12
4334,28116129,533394,Recurring Deposit,1,12,5.36,
4335,64295203,495764,Savings Account,10,36,4.74,
4336,33072173,979477,Current Account,8,36,5.89,2021-01-05
4337,12414504,685190,Current Account,7,24,4.89,
4338,78171248,315386,Fixed Deposit,1,36,4.38,
4339,45718758,644770,Current Account,6,36,3.49,
4340,63405043,637091,Current Account,7,36,5.88,
4341,74727173,803394,Savings Account,6,12,6.82,
4342,26821412,425804,Recurring Deposit,2,24,6.43,
4343,98377293,527550,Savings Account,2,12,5.16,2021-02-15
4344,88450404,672787,Savings Account,3,12,7.16,2024-07-15
4345,32586394,413417,Fixed Deposit,9,12,6.82,
4346,58642195,59786,Current Account,8,24,3.14,2023-11-28
4347,50955675,267276,Current Account,1,36,6.97,2022-07-18
4348,39085849,671969,Fixed Deposit,2,,5.51,
4349,95583659,302328,Fixed Deposit,10,24,7.01,2022-09-12
4350,52799635,765881,Current Account,2,36,4.43,
4351,60094372,14097,Current Account,2,,3.9,
4352,20757966,268680,Savings Account,2,24,3.97,
4353,88598201,290398,Recurring Deposit,3,12,6.62,
4354,62585179,596412,Fixed Deposit,10,6,6.88,2021-02-28
4355,32652329,419738,Fixed Deposit,6,,3.83,2024-02-14
4356,84551122,125305,Recurring Deposit,4,24,3.1,2020-08-21
4357,31343837,75876,Savings Account,3,24,6.79,
4358,33167793,856870,Fixed Deposit,8,24,5.01,2021-10-24
4359,34637932,849525,Current Account,2,,5.89,2023-09-17
4360,57024934,518031,Current Account,8,12,4.92,2024-01-20
4361,11157338,860993,Recurring Deposit,9,6,3.31,
4362,24265941,317852,Savings Account,6,6,2.89,
4363,81576118,964230,Savings Account,8,24,5.31,
4364,34608959,184291,Current Account,5,12,5.73,2024-05-03
4365,57334398,540480,Fixed Deposit,6,24,6.87,2023-02-18
4366,99078726,405400,Fixed Deposit,8,,4.28,
4367,95312753,748301,Current Account,6,12,4.95,
4368,64456830,377308,Current Account,7,36,4.3,2024-03-05
4369,32548933,107475,Savings Account,2,36,2.7,
4370,50248639,595362,Current Account,4,24,6.08,2023-03-28
4371,70025138,946462,Recurring Deposit,8,12,3.16,2022-07-04
4372,33099318,746243,Current Account,8,,6.59,
4373,84151353,46154,Recurring Deposit,8,24,3.54,
4374,65188874,626466,Current Account,9,,4.64,2023-08-24
4375,35327280,433354,Recurring Deposit,3,24,6.6,
4376,89051877,428664,Recurring Deposit,1,,4.26,2021-08-05
4377,43816429,213262,Current Account,10,,5.99,
4378,34196785,246954,Recurring Deposit,8,,2.98,
4379,96720635,837914,Current Account,6,24,7.23,2020-08-10
4380,11706226,501891,Current Account,10,,7.33,
4381,22165450,311224,Recurring Deposit,3,36,2.88,
4382,32753536,394011,Fixed Deposit,7,24,5.63,
4383,31813769,636035,Recurring Deposit,6,24,3.14,2022-01-12
4384,42975131,451860,Savings Account,6,,3.52,
4385,46712168,410508,Current Account,9,36,7.06,2024-09-17
4386,21702378,625140,Savings Account,1,6,7.33,
4387,48584041,702901,Fixed Deposit,4,24,7.3,2020-09-04
4388,86468081,291945,Current Account,3,6,5.41,
4389,86960133,798350,Recurring Deposit,3,,6.71,
4390,33488519,588468,Savings Account,9,12,7.39,
4391,89728236,29559,Fixed Deposit,6,24,3.76,2020-04-26
4392,11536077,78805,Current Account,3,12,4.37,
4393,11804521,449134,Savings Account,6,12,4.99,
4394,91266758,392755,Current Account,2,24,7.07,
4395,97929289,912302,Recurring Deposit,9,,4.51,2024-03-31
4396,66036632,178723,Current Account,10,24,7.47,2022-07-26
4397,62938021,608776,Savings Account,4,6,4.21,
4398,32849351,72560,Recurring Deposit,5,36,3.55,
4399,69509996,808238,Recurring Deposit,10,6,4.04,2020-12-11
4400,15336155,802129,Fixed Deposit,5,24,5.99,2023-03-23
4401,28036027,952746,Fixed Deposit,4,24,3.86,
4402,65017100,483750,Recurring Deposit,8,,3.38,2021-01-14
4403,63486022,887421,Current Account,2,,3.04,2022-06-08
4404,10033114,356954,Current Account,1,12,3.94,2021-06-10
4405,45202115,226145,Current Account,1,6,3.76,2022-02-14
4406,55995226,891109,Fixed Deposit,10,24,4.23,2021-04-16
4407,17061921,315799,Fixed Deposit,3,24,3.94,
4408,87941905,874443,Current Account,3,12,7.09,
4409,58493738,276896,Savings Account,1,,6.19,2021-01-04
4410,67755039,946151,Savings Account,6,6,5.56,2022-12-18
4411,36065795,568301,Savings Account,6,12,5.53,2022-06-01
4412,34845251,257716,Recurring Deposit,8,,4.88,
4413,18959477,609028,Current Account,6,36,2.63,2020-05-28
4414,74050584,441829,Savings Account,5,12,6.1,
4415,48257465,419076,Current Account,10,24,4.7,
4416,96841005,481093,Current Account,7,36,4.01,
4417,15279873,40545,Savings Account,8,,2.61,2020-08-24
4418,12518334,203659,Fixed Deposit,4,24,3.46,
4419,41084734,373527,Savings Account,1,36,6.08,
4420,92479912,784738,Fixed Deposit,1,24,6.62,2022-01-07
4421,20049039,370526,Recurring Deposit,9,36,6.67,2020-09-13
4422,16697766,851565,Fixed Deposit,6,24,5.9,2022-11-08
4423,21328270,244449,Savings Account,10,12,7.24,2021-11-07
4424,87164566,948849,Savings Account,8,,7.26,
4425,39475021,474489,Current Account,7,24,6.93,
4426,42965259,426109,Savings Account,10,12,3.81,2022-10-26
4427,59759281,951013,Current Account,8,24,3.49,
4428,36949872,121273,Current Account,5,,4.39,
4429,82308903,867893,Recurring Deposit,9,6,2.84,
4430,93105866,374425,Recurring Deposit,8,36,6.28,
4431,33841976,689401,Recurring Deposit,9,6,4.17,2020-06-08
4432,28048094,37423,Recurring Deposit,3,24,7.14,
4433,31518068,51195,Recurring Deposit,1,6,5.14,
4434,49980592,893931,Recurring Deposit,2,12,7.06,2023-06-30
4435,72234124,806438,Current Account,8,12,5.71,2023-09-08
4436,22568973,365903,Current Account,1,36,7.46,2021-07-30
4437,21655936,224121,Current Account,8,12,6.2,2023-04-22
4438,89441626,194026,Fixed Deposit,1,24,6.7,2020-07-25
4439,39822210,227180,Savings Account,1,24,6.24,2023-06-17
4440,61314322,627987,Fixed Deposit,4,24,3.68,
4441,10776989,356996,Fixed Deposit,5,,4.82,2024-08-29
4442,16278290,508956,Current Account,7,,3.52,2022-02-25
4443,66354268,38113,Recurring Deposit,10,36,5.09,
4444,12854500,503647,Current Account,3,24,3.46,
4445,80984616,307967,Fixed Deposit,1,12,6.97,2022-12-05
4446,29269124,534563,Fixed Deposit,10,36,6.15,2022-11-13
4447,71928541,206901,Savings Account,2,,5.02,2021-06-03
4448,75210157,127698,Current Account,6,,6.13,
4449,98459661,105816,Fixed Deposit,5,6,6.78,2022-10-01
4450,15002545,52354,Recurring Deposit,9,,4.59,2021-06-29
4451,52999440,452554,Recurring Deposit,7,6,5.92,2024-03-23
4452,63683635,998414,Savings Account,7,,6.62,
4453,47713383,627666,Current Account,2,24,4.84,
4454,63718401,560234,Current Account,1,24,5.01,2022-08-27
4455,24884380,519053,Savings Account,2,6,7.14,2020-08-21
4456,66101038,264762,Savings Account,5,6,7.07,
4457,17367600,535598,Current Account,6,6,6.8,2020-01-07
4458,73619420,391728,Fixed Deposit,7,36,4.07,2021-03-07
4459,68509056,838491,Savings Account,5,6,5.08,2023-02-02
4460,27421340,76095,Current Account,7,12,4.62,
4461,62468705,251801,Recurring Deposit,5,24,6.73,
4462,47766210,857402,Current Account,2,36,2.81,2022-05-29
4463,39311626,42398,Fixed Deposit,1,6,2.66,
4464,80561155,416920,Recurring Deposit,4,,5.63,
4465,57511543,129961,Current Account,2,24,6.73,
4466,11385579,42872,Current Account,2,12,2.73,
4467,11976405,72188,Recurring Deposit,2,24,3.55,
4468,86831986,215541,Fixed Deposit,8,24,4.93,2024-02-20
4469,53696517,847088,Savings Account,5,36,4.93,
4470,40637769,725530,Savings Account,6,36,3.8,2020-07-20
4471,72146678,65804,Savings Account,8,12,2.58,2023-12-20
4472,33281964,325498,Current Account,4,12,3.49,2024-08-13
4473,36828136,636757,Savings Account,8,24,5.88,2022-05-07
4474,46423591,524474,Current Account,4,36,2.54,
4475,66862582,629369,Recurring Deposit,2,24,2.74,
4476,22097274,242580,Recurring Deposit,9,12,4.05,2024-06-05
4477,69685669,756639,Current Account,1,24,2.84,
4478,67124503,303908,Current Account,2,,3.81,2024-06-21
4479,98454151,348174,Savings Account,8,36,7.37,
4480,29678081,776399,Savings Account,9,12,5.2,2023-01-20
4481,39921345,180301,Savings Account,2,12,5.69,2023-08-16
4482,24941675,13364,Savings Account,1,,4.18,
4483,37593285,84569,Recurring Deposit,7,24,3.11,2023-04-28
4484,36605629,731054,Current Account,9,6,5.42,2022-05-27
4485,65078472,655882,Recurring Deposit,4,,5.21,
4486,25390236,611796,Recurring Deposit,4,12,5.1,2024-04-23
4487,11668434,790472,Fixed Deposit,6,6,6.63,
4488,96290472,244743,Fixed Deposit,5,12,3.23,
4489,92841619,907605,Fixed Deposit,9,36,4.47,
4490,44759064,907383,Current Account,10,24,4.65,2021-11-17
4491,47998956,480535,Savings Account,8,12,7.32,2020-06-30
4492,22502848,730825,Fixed Deposit,10,12,5.59,
4493,68421330,975904,Recurring Deposit,10,6,5.81,
