AccountID,AccountNumber,OpenDate,AccountType,BranchID,AccountBalance,Status
4171,76627421,2021-07-15,Fixed Deposit,7,638001,Active
2266,76647695,2022-04-03,Current Account,7,680612,Active
805,76659389,2023-05-29,Fixed Deposit,8,558426,Closed
3459,76662088,2022-02-05,Recurring Deposit,10,96835,Active
1462,76684091,2020-10-26,Current Account,1,585813,Active
3192,76690193,2024-08-14,Fixed Deposit,10,263203,Active
514,76735750,2021-09-26,Recurring Deposit,6,567001,Closed
1816,76770443,2022-04-26,Savings Account,7,856874,Closed
3723,76806946,2024-07-28,Recurring Deposit,9,556043,Closed
3272,76808013,2023-07-13,Fixed Deposit,4,200125,Active
1602,76817345,2021-11-06,Fixed Deposit,1,901378,Closed
650,76818175,2021-03-15,Recurring Deposit,5,852326,Closed
1479,76841520,2020-11-08,Fixed Deposit,3,363566,Closed
193,76844055,2023-04-15,Savings Account,1,86386,Closed
1879,76844525,2024-01-01,Current Account,5,576771,Closed
511,76847853,2023-06-11,Recurring Deposit,5,285900,Closed
3695,76930209,2021-06-05,Savings Account,8,684050,Active
2078,76961753,2022-05-03,Fixed Deposit,5,762854,Closed
1441,76987497,2023-05-27,Savings Account,4,193254,Active
3299,77004252,2022-11-01,Recurring Deposit,4,781453,Closed
388,77025580,2024-06-04,Savings Account,10,466116,Closed
1579,77042229,2023-05-30,Recurring Deposit,2,772623,Closed
378,77042862,2023-05-11,Fixed Deposit,9,112868,Closed
3879,77083557,2024-08-13,Recurring Deposit,7,88729,Closed
3758,77114266,2020-01-21,Recurring Deposit,10,454979,Closed
3876,77134583,2024-07-18,Current Account,4,259118,Active
2973,77135692,2021-06-14,Savings Account,8,575174,Active
3419,77168294,2023-12-22,Savings Account,5,736988,Active
3583,77176147,2023-11-02,Savings Account,9,295806,Closed
1047,77176544,2021-08-30,Recurring Deposit,6,48546,Closed
3360,77189199,2021-07-27,Current Account,4,873191,Closed
3190,77215850,2020-04-13,Recurring Deposit,1,81522,Closed
4594,77224265,2024-07-25,Recurring Deposit,4,345425,Active
4561,77240821,2020-12-22,Savings Account,4,997087,Closed
263,77254787,2022-05-03,Fixed Deposit,1,88349,Active
3129,77276435,2024-04-07,Recurring Deposit,8,809530,Active
1726,77323835,2024-09-13,Current Account,5,622308,Active
4278,77339500,2022-06-17,Recurring Deposit,6,644115,Active
4860,77377022,2023-03-14,Recurring Deposit,9,575668,Active
1439,77404592,2022-09-09,Fixed Deposit,5,93126,Closed
2474,77416019,2021-03-15,Savings Account,2,968942,Active
2151,77425226,2023-09-12,Current Account,5,411965,Active
4727,77428484,2023-08-18,Current Account,3,993379,Active
1601,77441203,2021-03-10,Recurring Deposit,5,608145,Active
2009,77465025,2024-05-26,Savings Account,9,320419,Closed
3420,77469937,2022-07-16,Savings Account,6,107469,Closed
2395,77481652,2020-07-29,Fixed Deposit,8,733875,Active
407,77483298,2021-09-27,Recurring Deposit,8,834903,Active
98,77529353,2020-05-31,Recurring Deposit,5,844713,Active
1803,77534062,2021-12-29,Current Account,6,861264,Closed
3785,77545724,2024-02-01,Recurring Deposit,2,549547,Closed
202,77556899,2024-02-19,Recurring Deposit,2,746066,Closed
3655,77563757,2020-07-29,Recurring Deposit,10,436662,Closed
4324,77572744,2023-06-20,Fixed Deposit,3,918773,Closed
4741,77607486,2020-03-24,Fixed Deposit,3,449156,Active
2667,77629198,2022-07-06,Recurring Deposit,7,982099,Active
3833,77638983,2024-02-24,Fixed Deposit,6,937287,Closed
1892,77654908,2022-08-07,Current Account,10,156457,Active
3019,77668509,2022-07-17,Current Account,10,552124,Active
4125,77685146,2022-03-18,Current Account,9,687782,Active
1175,77704078,2023-01-05,Savings Account,3,481417,Closed
2436,77725267,2024-04-03,Fixed Deposit,6,969083,Closed
4627,77805296,2024-04-06,Savings Account,9,447308,Active
3463,77811681,2021-03-06,Savings Account,6,541793,Active
506,77845175,2020-10-10,Fixed Deposit,2,558475,Closed
3700,77855697,2021-08-21,Savings Account,8,508227,Closed
2633,77868041,2022-04-21,Savings Account,2,465744,Active
1734,77868292,2022-08-31,Savings Account,2,94120,Active
4061,77869273,2023-05-15,Savings Account,4,150644,Active
652,77869393,2021-03-13,Recurring Deposit,5,572957,Active
1336,77885883,2022-03-04,Recurring Deposit,1,75766,Active
1755,77892895,2024-04-24,Recurring Deposit,3,952901,Active
2223,77917874,2021-10-18,Fixed Deposit,6,768406,Closed
3724,78006734,2023-05-02,Recurring Deposit,10,80459,Closed
3174,78047801,2020-03-19,Fixed Deposit,4,453719,Active
4723,78057340,2023-04-12,Recurring Deposit,8,90542,Closed
1350,78066270,2022-06-05,Recurring Deposit,2,395331,Closed
1837,78079231,2022-03-13,Fixed Deposit,7,218664,Closed
2670,78082899,2020-05-18,Current Account,4,914334,Active
636,78085419,2022-09-18,Fixed Deposit,2,644240,Closed
3505,78092243,2020-03-21,Fixed Deposit,6,889001,Active
1455,78113730,2020-08-01,Recurring Deposit,7,236150,Active
4931,78134603,2023-04-24,Savings Account,1,567977,Closed
4338,78171248,2023-05-28,Fixed Deposit,1,164065,Active
426,78188722,2021-02-17,Current Account,7,447206,Active
2543,78190403,2024-01-07,Savings Account,4,319303,Closed
4721,78194047,2020-08-07,Recurring Deposit,3,251633,Closed
1763,78196270,2021-06-01,Savings Account,4,381913,Closed
693,78230692,2021-09-01,Fixed Deposit,8,119674,Active
130,78252441,2021-03-19,Savings Account,8,345157,Active
1442,78259723,2023-11-07,Fixed Deposit,3,658345,Closed
4215,78276013,2022-07-18,Recurring Deposit,7,766261,Active
758,78278971,2023-07-07,Recurring Deposit,4,238315,Closed
4781,78312821,2020-01-13,Current Account,7,565070,Closed
1889,78324734,2022-07-01,Current Account,1,812792,Active
134,78325483,2022-12-05,Current Account,7,91827,Closed
2603,78331604,2020-11-21,Fixed Deposit,1,603063,Active
2637,78336622,2020-02-04,Fixed Deposit,8,40262,Closed
4692,78343137,2024-01-12,Current Account,9,637849,Closed
2854,78359248,2020-07-18,Recurring Deposit,3,945119,Active
3325,78368892,2024-05-07,Savings Account,2,699105,Closed
2498,78405004,2020-08-24,Recurring Deposit,9,781037,Closed
3014,78432453,2023-03-09,Current Account,9,523957,Closed
3358,78485923,2020-10-29,Fixed Deposit,7,482788,Closed
14,78509660,2022-09-06,Savings Account,8,324001,Closed
2202,78524204,2023-02-20,Current Account,6,765051,Active
3340,78536500,2024-07-26,Savings Account,6,548611,Active
4883,78585556,2024-10-03,Savings Account,1,129394,Active
1647,78595982,2024-02-09,Savings Account,7,633975,Active
2980,78608323,2020-03-01,Current Account,10,263947,Closed
1569,78633818,2023-09-26,Fixed Deposit,5,311041,Active
646,78645744,2020-09-14,Recurring Deposit,1,312739,Active
4530,78665394,2022-02-15,Recurring Deposit,4,761512,Closed
2253,78700401,2023-07-08,Savings Account,6,655047,Active
2256,78703915,2022-01-31,Current Account,8,808804,Active
4719,78706154,2023-06-10,Current Account,9,846896,Closed
2678,78715354,2023-03-26,Recurring Deposit,2,643163,Active
3549,78717559,2021-12-21,Recurring Deposit,2,861714,Closed
279,78738936,2021-07-22,Savings Account,9,579798,Active
888,78785805,2021-01-22,Savings Account,5,810404,Closed
4848,78803991,2021-11-03,Savings Account,7,974418,Closed
2697,78806863,2022-03-10,Current Account,10,163480,Closed
2221,78850990,2022-08-02,Recurring Deposit,2,950893,Active
4903,78877515,2023-05-29,Recurring Deposit,1,434101,Closed
332,78885653,2022-04-16,Fixed Deposit,8,309212,Closed
3179,78899184,2020-08-29,Savings Account,3,457941,Active
1369,78922513,2020-02-19,Recurring Deposit,2,932449,Active
1666,78945937,2021-03-26,Savings Account,7,945819,Closed
2965,78946993,2024-07-06,Recurring Deposit,6,133812,Active
141,78976320,2023-12-17,Savings Account,2,482990,Active
1539,79037849,2022-09-23,Recurring Deposit,9,132039,Closed
2325,79068413,2022-12-02,Savings Account,1,273796,Active
331,79080131,2022-03-10,Current Account,4,422063,Active
1922,79091214,2022-05-18,Recurring Deposit,6,399237,Closed
4739,79127130,2020-04-22,Current Account,3,862788,Closed
3107,79128839,2020-10-22,Recurring Deposit,6,301396,Closed
4584,79218457,2022-07-29,Savings Account,7,275590,Closed
3061,79277550,2021-03-13,Savings Account,2,795377,Active
3803,79282441,2020-08-25,Fixed Deposit,3,639509,Closed
4930,79302000,2021-06-23,Current Account,9,328667,Closed
2326,79350676,2022-01-28,Current Account,10,673639,Active
116,79358894,2023-03-16,Savings Account,8,819863,Active
3424,79366029,2020-04-24,Current Account,7,311413,Active
3840,79392239,2021-05-09,Fixed Deposit,6,149284,Active
4669,79393678,2024-04-09,Fixed Deposit,6,52195,Closed
4262,79447570,2023-06-29,Recurring Deposit,6,724584,Closed
4657,79461592,2022-11-27,Current Account,8,535854,Active
4907,79468597,2020-02-18,Current Account,1,631398,Active
593,79537865,2021-07-09,Savings Account,10,174882,Active
2345,79566756,2020-08-05,Current Account,7,177081,Closed
1440,79600607,2024-04-11,Current Account,3,74129,Active
1076,79601571,2021-10-09,Current Account,4,972965,Closed
1900,79657329,2020-07-09,Recurring Deposit,8,514391,Closed
3049,79658618,2021-10-15,Savings Account,4,908326,Active
553,79678327,2022-10-13,Recurring Deposit,1,195243,Closed
4655,79721709,2022-08-27,Savings Account,8,886941,Closed
4321,79761721,2024-09-19,Fixed Deposit,9,704843,Closed
2343,79779701,2020-03-30,Recurring Deposit,2,242034,Active
1947,79804420,2021-08-21,Current Account,10,984577,Closed
1227,79835357,2022-12-23,Fixed Deposit,5,173935,Active
57,79881903,2024-02-17,Recurring Deposit,3,126347,Closed
1609,79898039,2023-03-30,Savings Account,10,606041,Active
3062,79939821,2020-01-09,Fixed Deposit,3,276363,Closed
2216,79949667,2020-06-09,Savings Account,6,173222,Closed
2562,79959650,2020-05-01,Recurring Deposit,6,94699,Closed
4986,80051006,2020-08-11,Fixed Deposit,2,844570,Active
2317,80070676,2023-03-03,Fixed Deposit,2,335043,Closed
620,80090170,2024-01-06,Savings Account,1,259645,Active
88,80095741,2020-05-20,Recurring Deposit,1,744565,Closed
3250,80111528,2023-07-10,Savings Account,7,561929,Active
1057,80113322,2023-02-03,Current Account,10,904592,Active
4628,80135512,2021-01-20,Recurring Deposit,2,149208,Closed
3534,80140337,2023-06-30,Fixed Deposit,8,325611,Closed
1789,80148449,2022-08-22,Savings Account,10,243498,Active
3641,80153155,2020-03-17,Fixed Deposit,3,228394,Closed
2668,80157948,2022-11-05,Fixed Deposit,6,318842,Active
2384,80205573,2024-08-28,Savings Account,7,493634,Closed
844,80225378,2022-03-26,Recurring Deposit,2,551597,Active
3841,80238223,2020-01-12,Recurring Deposit,7,3107,Closed
4510,80244042,2023-04-18,Fixed Deposit,1,539196,Closed
2386,80245541,2020-02-19,Fixed Deposit,3,364612,Closed
3118,80248400,2024-07-24,Fixed Deposit,2,63688,Active
3513,80314452,2022-01-29,Fixed Deposit,8,763306,Active
1605,80386112,2020-08-01,Fixed Deposit,1,252373,Active
86,80388195,2021-05-02,Fixed Deposit,2,320449,Closed
996,80399918,2020-05-02,Current Account,6,943096,Closed
3854,80440993,2020-07-30,Recurring Deposit,6,124101,Active
170,80450969,2020-07-26,Fixed Deposit,3,609757,Active
2974,80533952,2020-09-22,Recurring Deposit,1,483717,Closed
4464,80561155,2022-07-07,Recurring Deposit,4,519272,Closed
1038,80574974,2021-10-16,Fixed Deposit,6,106622,Active
2788,80577112,2024-05-25,Current Account,7,308561,Closed
4923,80676013,2021-04-13,Recurring Deposit,10,438126,Active
1662,80712066,2021-12-06,Recurring Deposit,8,98521,Closed
3889,80728547,2021-11-02,Recurring Deposit,8,706382,Active
4326,80771894,2024-01-09,Savings Account,1,294945,Active
4872,80827223,2022-04-29,Fixed Deposit,9,831024,Active
3024,80837978,2021-10-02,Current Account,7,444286,Active
3455,80852543,2022-05-11,Savings Account,7,419213,Active
3797,80877336,2024-06-17,Current Account,8,344893,Active
2394,80888853,2024-06-24,Current Account,6,458782,Active
3423,80898513,2023-05-31,Fixed Deposit,10,897570,Closed
1770,80914604,2023-08-16,Current Account,5,810608,Active
3532,80931992,2020-04-11,Current Account,8,902370,Closed
4914,80959857,2021-12-17,Fixed Deposit,10,302631,Active
1115,80969638,2023-12-02,Current Account,10,900382,Active
2363,80976519,2023-10-23,Current Account,1,434806,Closed
2611,80983534,2021-05-12,Savings Account,7,293450,Active
4445,80984616,2020-11-30,Fixed Deposit,1,841309,Closed
2183,80991030,2021-08-31,Current Account,2,131116,Closed
377,81001446,2020-07-17,Current Account,7,354255,Closed
3831,81003033,2021-07-09,Current Account,1,786613,Closed
984,81003352,2022-12-31,Current Account,10,560807,Active
520,81006112,2023-02-10,Savings Account,3,705918,Active
3002,81012790,2023-10-17,Recurring Deposit,2,557059,Closed
579,81012800,2023-08-14,Current Account,2,590603,Closed
2162,81013661,2022-10-23,Fixed Deposit,6,389175,Active
2374,81017405,2024-05-05,Current Account,8,804701,Active
1699,81062939,2023-05-29,Recurring Deposit,3,587773,Closed
2208,81115416,2023-03-14,Fixed Deposit,2,207469,Closed
3778,81145634,2020-05-10,Recurring Deposit,9,470278,Closed
3525,81150044,2020-11-06,Recurring Deposit,2,176204,Active
4961,81186905,2022-07-30,Savings Account,2,882740,Closed
4327,81189728,2024-07-22,Current Account,1,858791,Active
864,81191483,2022-07-30,Current Account,10,139437,Closed
4843,81202765,2024-01-23,Recurring Deposit,3,591801,Closed
2014,81245386,2021-10-10,Recurring Deposit,8,539449,Active
486,81246829,2022-09-20,Current Account,3,529880,Active
1586,81247910,2021-11-10,Savings Account,10,99601,Active
3188,81253299,2023-11-30,Savings Account,9,601346,Active
242,81254303,2023-03-26,Savings Account,1,502062,Active
1367,81258319,2020-11-29,Recurring Deposit,10,402619,Active
2488,81260169,2023-02-07,Fixed Deposit,4,150897,Closed
2470,81285557,2020-08-25,Current Account,2,246918,Active
3406,81295976,2020-11-15,Savings Account,8,248823,Closed
2307,81308766,2024-01-03,Savings Account,4,702499,Closed
3766,81344592,2022-10-31,Savings Account,9,704441,Active
729,81346472,2023-05-31,Current Account,10,515690,Closed
365,81354003,2020-10-17,Fixed Deposit,9,486540,Active
1642,81390079,2023-03-17,Current Account,2,829946,Closed
3084,81394776,2021-12-11,Recurring Deposit,5,587594,Active
837,81401187,2020-07-19,Fixed Deposit,1,102119,Active
2299,81439530,2022-08-15,Fixed Deposit,2,624173,Closed
3269,81451022,2021-06-24,Current Account,9,836171,Closed
2455,81489497,2021-12-02,Savings Account,9,723406,Closed
4234,81544236,2022-02-14,Savings Account,9,463072,Active
1055,81562020,2022-03-17,Savings Account,7,431187,Closed
1907,81567304,2022-08-16,Savings Account,6,391848,Closed
1809,81570396,2021-11-07,Savings Account,3,198610,Active
4363,81576118,2022-05-28,Savings Account,8,356883,Closed
2781,81614472,2021-01-26,Fixed Deposit,9,690510,Closed
4613,81622676,2023-03-27,Fixed Deposit,2,711215,Active
1912,81632564,2022-08-21,Savings Account,5,787803,Closed
1347,81642266,2022-10-26,Savings Account,3,221266,Closed
335,81645549,2021-02-10,Recurring Deposit,1,34879,Active
1824,81654359,2023-07-31,Fixed Deposit,4,810563,Closed
4799,81657967,2023-08-07,Fixed Deposit,7,785986,Closed
1716,81669833,2021-01-20,Recurring Deposit,2,448065,Active
678,81690032,2023-03-19,Recurring Deposit,7,60957,Closed
482,81693460,2021-11-05,Fixed Deposit,8,373880,Active
2203,81714625,2021-04-03,Recurring Deposit,10,301811,Active
2095,81722941,2020-06-08,Current Account,6,415558,Active
1556,81730341,2024-01-08,Fixed Deposit,5,516799,Active
1944,81758338,2021-08-20,Savings Account,5,690530,Closed
3313,81774011,2022-06-08,Savings Account,2,182439,Active
865,81774964,2023-11-26,Current Account,7,951034,Closed
2224,81799490,2022-03-13,Recurring Deposit,2,127693,Closed
122,81803531,2024-03-09,Fixed Deposit,3,237279,Closed
2472,81808026,2021-08-06,Recurring Deposit,5,839744,Closed
2578,81861944,2022-08-30,Fixed Deposit,5,995851,Active
3564,81870081,2023-09-15,Savings Account,5,579732,Active
420,81871771,2023-03-30,Current Account,3,352210,Active
101,81877693,2022-01-26,Recurring Deposit,5,242450,Active
4812,81881946,2023-08-06,Current Account,5,617881,Active
1578,81911907,2023-01-06,Current Account,7,970749,Closed
2959,81921995,2021-10-02,Savings Account,4,466693,Active
4571,81949589,2020-04-14,Recurring Deposit,4,637409,Active
2128,81950326,2021-09-27,Fixed Deposit,3,605015,Active
2398,81991176,2021-12-23,Recurring Deposit,4,171511,Closed
1906,81999061,2022-08-29,Savings Account,9,893967,Active
4785,82008855,2021-11-20,Recurring Deposit,6,771520,Closed
1209,82016067,2021-07-27,Savings Account,4,104696,Active
2634,82018689,2024-03-22,Fixed Deposit,1,787834,Active
153,82028558,2021-01-02,Fixed Deposit,4,381384,Closed
1329,82051154,2020-05-23,Fixed Deposit,6,592795,Closed
3428,82053491,2023-04-17,Savings Account,5,138573,Active
547,82076248,2022-03-05,Recurring Deposit,1,498685,Closed
2950,82078150,2023-09-21,Recurring Deposit,9,480878,Closed
1590,82106291,2024-03-16,Savings Account,5,998274,Closed
224,82111034,2020-05-04,Recurring Deposit,9,843005,Closed
4143,82129095,2023-05-28,Savings Account,1,371881,Active
2645,82160493,2024-09-08,Fixed Deposit,5,725468,Active
3648,82235120,2022-12-19,Fixed Deposit,9,548551,Closed
1788,82239506,2020-05-21,Current Account,8,226572,Active
1551,82250714,2022-08-02,Recurring Deposit,5,493005,Closed
1573,82252947,2024-04-03,Current Account,1,489119,Active
4147,82258236,2021-10-20,Fixed Deposit,10,567695,Closed
2437,82271017,2022-11-21,Savings Account,2,642159,Closed
4836,82290772,2021-07-13,Recurring Deposit,6,530632,Closed
4429,82308903,2021-10-26,Recurring Deposit,9,676998,Closed
2405,82312564,2022-06-06,Fixed Deposit,2,94990,Active
4856,82313451,2021-09-01,Savings Account,3,551213,Active
2355,82318275,2022-09-03,Fixed Deposit,10,341058,Active
3172,82353403,2021-01-16,Fixed Deposit,10,262118,Closed
1684,82375751,2023-11-04,Current Account,10,928599,Active
4905,82399892,2024-07-20,Savings Account,1,207060,Active
1430,82420995,2024-10-07,Savings Account,9,77377,Closed
1952,82427103,2021-02-21,Savings Account,8,998145,Closed
4284,82437391,2024-04-05,Recurring Deposit,9,226913,Active
4945,82455682,2021-08-21,Recurring Deposit,2,115749,Closed
3998,82468344,2024-03-19,Current Account,8,492330,Closed
2938,82484270,2020-11-20,Recurring Deposit,4,781998,Closed
1288,82502237,2023-09-02,Fixed Deposit,10,520390,Active
1178,82514117,2020-01-16,Current Account,2,483293,Active
2313,82518184,2020-05-24,Savings Account,10,401284,Active
3012,82522192,2023-11-18,Recurring Deposit,2,295082,Active
2364,82537690,2022-05-09,Savings Account,9,900444,Active
2955,82543688,2024-03-20,Recurring Deposit,4,243978,Closed
2850,82549495,2024-07-27,Fixed Deposit,1,774227,Active
1762,82553306,2024-07-05,Fixed Deposit,1,852140,Closed
1962,82592611,2020-03-25,Recurring Deposit,8,160640,Closed
4022,82600803,2020-04-04,Savings Account,4,530264,Closed
11,82613651,2022-10-14,Fixed Deposit,4,578354,Closed
1812,82614177,2022-09-27,Recurring Deposit,1,804222,Closed
2083,82636467,2023-09-09,Recurring Deposit,7,80336,Active
248,82640278,2020-11-16,Recurring Deposit,1,318435,Closed
2002,82660418,2024-05-10,Fixed Deposit,3,525395,Closed
4329,82677003,2020-10-02,Fixed Deposit,5,857564,Closed
1327,82695541,2022-07-14,Current Account,5,433958,Active
3091,82716080,2024-02-11,Fixed Deposit,5,364316,Closed
3653,82723098,2021-07-19,Savings Account,3,231960,Active
1145,82751344,2023-05-30,Current Account,7,43453,Active
4091,82774717,2023-01-01,Savings Account,8,743917,Closed
4637,82777174,2024-10-06,Current Account,2,940350,Active
1739,82790437,2021-09-13,Current Account,10,12908,Closed
4290,82844194,2022-08-08,Recurring Deposit,4,14385,Active
1492,82844920,2021-06-24,Savings Account,6,602976,Closed
4315,82867033,2020-04-28,Savings Account,1,582232,Closed
34,82884303,2022-11-15,Current Account,1,872006,Active
3924,82906443,2020-08-16,Savings Account,3,372268,Active
2231,82921170,2024-07-27,Fixed Deposit,7,93442,Closed
3094,82924070,2022-12-30,Current Account,5,440905,Closed
1576,82939264,2023-08-15,Recurring Deposit,5,837325,Active
2817,82974361,2024-07-20,Recurring Deposit,9,818479,Active
1687,83010662,2024-05-14,Fixed Deposit,9,222548,Active
2752,83012583,2024-06-06,Current Account,2,965708,Active
1941,83063326,2022-08-17,Fixed Deposit,1,728834,Active
460,83076416,2022-06-07,Fixed Deposit,1,765522,Closed
2511,83088622,2024-07-29,Current Account,8,96498,Active
869,83107943,2022-12-15,Recurring Deposit,7,526887,Active
2551,83108701,2021-09-02,Savings Account,9,430427,Closed
923,83115848,2021-06-18,Fixed Deposit,7,914922,Closed
2702,83142099,2023-09-15,Current Account,3,942681,Closed
4762,83157391,2023-12-12,Fixed Deposit,6,100250,Active
4279,83183047,2021-04-22,Fixed Deposit,2,436477,Active
2130,83226213,2021-10-06,Current Account,7,119629,Closed
4073,83234600,2021-01-26,Current Account,6,279821,Active
3338,83253030,2022-07-23,Savings Account,5,208935,Closed
3712,83284041,2023-03-19,Recurring Deposit,2,934261,Active
4062,83300539,2022-08-23,Savings Account,2,152262,Active
2797,83303729,2024-07-19,Current Account,3,511329,Active
3960,83332162,2022-11-04,Recurring Deposit,5,241544,Active
1308,83345228,2021-06-22,Recurring Deposit,10,515297,Closed
3403,83377097,2024-10-08,Current Account,2,514624,Closed
2590,83398701,2020-11-01,Savings Account,4,158355,Closed
3577,83421108,2020-05-18,Fixed Deposit,4,188140,Active
804,83433438,2020-12-21,Current Account,1,273896,Active
2873,83438256,2020-08-11,Recurring Deposit,5,450702,Closed
126,83482715,2023-01-04,Current Account,4,632693,Active
3096,83499395,2023-12-25,Current Account,9,281617,Active
3375,83508869,2020-05-23,Fixed Deposit,3,699249,Closed
4706,83550461,2022-04-04,Fixed Deposit,2,413038,Closed
2673,83601876,2020-03-12,Current Account,1,371559,Closed
3822,83617061,2024-09-25,Recurring Deposit,3,780950,Active
3048,83624294,2022-03-29,Fixed Deposit,4,682913,Active
3219,83679097,2024-02-28,Current Account,5,263232,Active
493,83683223,2020-11-16,Recurring Deposit,7,864280,Active
3579,83691032,2021-12-02,Savings Account,5,964832,Closed
1669,83759721,2024-02-08,Fixed Deposit,3,553636,Active
3949,83765130,2022-09-29,Recurring Deposit,2,624638,Active
1701,83797377,2024-02-01,Recurring Deposit,10,974082,Active
3687,83813122,2021-02-07,Fixed Deposit,5,901818,Closed
4010,83825346,2021-05-01,Fixed Deposit,7,861794,Closed
3676,83826394,2024-03-24,Recurring Deposit,5,62359,Closed
104,83851704,2021-12-02,Recurring Deposit,5,482579,Active
4918,83855692,2024-01-17,Current Account,9,417481,Active
3404,83877630,2020-06-02,Fixed Deposit,5,249663,Closed
4531,83884042,2020-04-26,Fixed Deposit,10,648952,Active
3166,83891751,2021-11-04,Recurring Deposit,9,345202,Closed
105,83900430,2024-02-29,Current Account,7,85053,Active
1146,83917738,2023-12-10,Fixed Deposit,3,245228,Active
73,83917832,2023-06-15,Savings Account,5,715880,Active
3474,83921592,2024-05-03,Fixed Deposit,2,757495,Closed
2739,83932265,2022-05-18,Current Account,10,331362,Active
1963,83962723,2021-09-12,Current Account,3,178904,Closed
149,83980790,2022-06-13,Recurring Deposit,2,8492,Active
1543,83984145,2023-11-26,Savings Account,2,72683,Active
643,83984445,2020-07-10,Fixed Deposit,5,148248,Active
3605,84019202,2022-06-18,Current Account,6,25114,Active
3216,84042614,2024-06-25,Recurring Deposit,4,220799,Closed
3707,84062621,2022-05-19,Current Account,8,386253,Active
1747,84108315,2023-07-11,Savings Account,5,335387,Active
1181,84110857,2020-03-12,Fixed Deposit,7,998698,Closed
4373,84151353,2023-10-09,Recurring Deposit,8,550267,Closed
3929,84153574,2021-04-25,Recurring Deposit,8,753835,Active
3548,84158624,2024-08-07,Savings Account,1,74253,Active
1134,84162069,2020-04-08,Savings Account,5,106929,Closed
2656,84194995,2022-11-21,Fixed Deposit,7,85894,Closed
1373,84195414,2023-12-24,Savings Account,10,562956,Closed
1937,84205887,2022-05-01,Fixed Deposit,3,246183,Active
4046,84217674,2021-12-18,Fixed Deposit,3,616558,Closed
1704,84242633,2024-06-21,Recurring Deposit,10,421031,Active
1875,84255393,2020-07-18,Current Account,10,343384,Closed
1970,84266992,2020-04-19,Recurring Deposit,9,78969,Closed
4649,84283162,2020-08-04,Recurring Deposit,8,396043,Active
3932,84284004,2021-01-27,Current Account,5,930677,Closed
666,84305889,2024-01-14,Fixed Deposit,3,357540,Active
2301,84370524,2022-12-25,Recurring Deposit,6,700672,Active
2137,84375928,2022-10-04,Savings Account,5,420435,Active
4126,84408160,2020-06-12,Fixed Deposit,2,482020,Closed
3495,84460758,2022-10-10,Savings Account,4,533931,Closed
326,84464701,2021-12-19,Fixed Deposit,10,229671,Active
2236,84470967,2023-02-25,Fixed Deposit,1,155043,Active
3802,84490910,2021-09-22,Savings Account,2,13506,Active
3996,84518625,2023-12-07,Savings Account,6,686333,Active
3124,84530562,2022-12-04,Savings Account,8,103490,Active
1125,84541470,2023-06-23,Fixed Deposit,9,706694,Closed
4356,84551122,2023-10-22,Recurring Deposit,4,698395,Closed
1954,84563921,2022-10-06,Current Account,3,947609,Active
2134,84582785,2022-10-15,Recurring Deposit,1,729153,Active
12,84596315,2024-07-18,Recurring Deposit,5,137609,Active
1724,84599555,2024-05-24,Fixed Deposit,4,341690,Closed
2963,84625405,2020-11-28,Recurring Deposit,3,158413,Closed
115,84626797,2020-11-04,Current Account,7,271958,Closed
1277,84642318,2024-06-21,Recurring Deposit,3,177402,Active
1589,84661566,2023-02-03,Savings Account,5,126441,Closed
1951,84662900,2022-08-24,Recurring Deposit,6,980073,Active
33,84689957,2021-03-24,Savings Account,2,61823,Active
2226,84734631,2024-04-29,Recurring Deposit,4,332443,Closed
496,84756776,2022-09-14,Recurring Deposit,8,166757,Closed
267,84783439,2021-05-23,Current Account,7,425718,Active
2931,84784959,2023-09-24,Fixed Deposit,3,968866,Active
4959,84822264,2021-08-23,Savings Account,5,105026,Closed
2984,84825073,2022-09-21,Current Account,6,908812,Closed
1409,84833941,2023-11-02,Recurring Deposit,6,350159,Active
1997,84887875,2022-07-02,Fixed Deposit,7,218804,Closed
2756,84896302,2021-06-07,Savings Account,5,187210,Closed
3531,84908485,2021-08-20,Recurring Deposit,9,895656,Active
4305,84918996,2021-11-03,Current Account,5,654582,Active
668,84930512,2023-03-14,Recurring Deposit,3,916475,Closed
3308,84938356,2021-10-29,Current Account,3,537431,Active
2043,84977524,2022-12-15,Fixed Deposit,1,562885,Closed
742,85013013,2024-04-26,Recurring Deposit,7,816515,Closed
1214,85039056,2023-09-10,Recurring Deposit,9,358651,Active
1881,85047838,2023-08-25,Fixed Deposit,2,963055,Closed
4577,85082995,2022-10-11,Current Account,7,990186,Closed
998,85107047,2023-01-26,Current Account,6,592673,Active
3572,85116051,2023-11-14,Savings Account,6,18021,Active
354,85122416,2023-03-06,Fixed Deposit,4,15474,Closed
2657,85155304,2024-03-12,Recurring Deposit,10,95043,Active
3214,85163764,2023-02-17,Current Account,3,443296,Closed
702,85190528,2020-02-11,Recurring Deposit,6,427493,Closed
2589,85190987,2021-07-24,Current Account,10,51699,Closed
669,85191544,2023-02-07,Savings Account,2,477761,Active
4127,85197111,2022-06-01,Fixed Deposit,3,306563,Closed
2425,85198705,2020-04-10,Savings Account,6,69397,Closed
4546,85210503,2024-10-17,Current Account,9,730579,Active
4759,85300766,2022-06-21,Current Account,8,770272,Closed
2336,85301514,2023-07-02,Current Account,10,606388,Closed
918,85331364,2020-09-29,Fixed Deposit,3,131689,Closed
